x,y
0.18763804041483634,0.8939594037854801
0.16445182307562883,0.9154160424421073
0.18526302171566117,0.8683419382672037
0.14724929150133476,0.8590803914790276
0.15056426712749305,0.8410055244293188
0.15669261447053845,0.9052054617985673
0.18805583458170147,0.8789613150129066
0.16506981799208986,0.8456414820984861
0.15850869955481603,0.8603904062268658
0.16614832319842915,0.8891120326966347
0.16515001781043176,0.9186439682348148
0.15202435795118655,0.8730352918524302
0.15234882808409828,0.8810238114529745
0.17004221723479862,0.8620362975143812
0.1863880874979921,0.8778788008382185
0.14972821523419189,0.8842486348666231
0.15919963071592297,0.8442223628022992
0.17620095699901192,0.8537529160076546
0.15766799596349362,0.8583477309035874
0.15272690135613268,0.877101851191004
0.18028612110358785,0.851049053089791
0.16980889309815894,0.8771783326068976
0.1873898811355741,0.869083250807923
0.15278590958750904,0.8322144425482374
0.1656899096687157,0.8814423294994206
0.14606491058291549,0.8484083522770308
0.15158355076410485,0.8788920099685728
0.1765082204561798,0.8873293720589981
0.19006695691026693,0.8826061632840745
0.16504035443731482,0.8784188406754946
0.1583846078327246,0.8769981172243135
0.16946203202174998,0.8711181378542578
0.16586932027824175,0.8695426066402407
0.1377101432189248,0.8807761786540003
0.17040572597785356,0.8902548811928677
0.13418052850778053,0.8991188542230452
0.16907450322072287,0.877355395807979
0.20495765975205918,0.8823773680020524
0.17148127514161396,0.8698268370866508
0.16193631452338494,0.8727800258643978
0.18678043024756483,0.8857266830703695
0.17508395270770993,0.839813109904436
0.2111711316620014,0.8857205866615641
0.21016419104757023,0.8466454730780291
0.21855143057999227,0.8770896826449569
0.19523761811990198,0.8546306962392266
0.2314533761757095,0.8408242855850501
0.22055340159582718,0.870170590591725
0.2286060893530528,0.8440116410064724
0.1929189137339342,0.8325446305471403
0.1917550004856036,0.8351154646876287
0.2053314931150512,0.8393383213157257
0.18919122873097283,0.8685058730041826
0.15285832532806043,0.8676280383788182
0.21577469150580775,0.8831897358181888
0.1887589920326544,0.8793974249018524
0.2055370775277023,0.8705003944600411
0.22632446797104708,0.8585399600116911
0.19085223095673412,0.9075648937539699
0.2099519727385099,0.8385833103836353
0.1663854626600813,0.8538356593756204
0.21384874893913364,0.8783372587918403
0.17276343000489802,0.8717163090763732
0.17414703527982767,0.8568902871305576
0.16783805549477598,0.889524250422511
0.1904922195285768,0.8808433977948963
0.17439379306033684,0.865188379718168
0.15256363319924793,0.8815902683114826
0.1859745131863728,0.8647470746155625
0.16912490738953995,0.8833947804530844
0.15373382006126035,0.8736092328933389
0.1788282770466545,0.8709215217010877
0.1973583696505799,0.8709466661344863
0.21171803029363048,0.8992018711017388
0.16075329678070113,0.899507787209436
0.17314241531844796,0.8715089028619244
0.184872215694002,0.9097527022959154
0.1622311226907286,0.9123371527430231
0.2077266029265998,0.9120935617588568
0.18760338800530682,0.9166585118376149
0.21986133750774106,0.8773210711808894
0.22804532931202268,0.904747530004957
0.22558753886818744,0.8745967181890718
0.2319720652546975,0.8546093459120438
0.166093291134577,0.8673822250016598
0.1552986574134759,0.8822630274128845
0.12776971417929914,0.8545923755402225
0.10794973109116812,0.8519333631640378
0.12070853439772089,0.9078160555211694
0.15584705911117167,0.8593481074328351
0.17421763230003875,0.8985358347855259
0.1781947300857813,0.901780193605678
0.22602744083844678,0.9029316837668885
0.23701487914813762,0.8753724972065285
0.20771343195820244,0.8883769849921148
0.2443300011313595,0.8835524501873708
0.19717780529333806,0.8501796377752182
0.19599172403895285,0.879073936056069
0.16208059831766292,0.8746621121145863
0.16585975589651658,0.8943392892586783
0.15530333062807922,0.8667650748497145
0.1813026972166483,0.8524229898072552
0.1909958593284585,0.9078951921219005
0.19784059007544394,0.8634965455251546
0.22693065467961504,0.8907188154795667
0.19653080891634092,0.8729643986936654
0.21152419898300356,0.8211366436181841
0.22785944530257038,0.8456158379116505
0.08183126364738855,0.836757766685898
0.09494186344941236,0.8124018766006137
0.0373550854723995,0.8535375221185867
0.06322818757257455,0.8887690860747224
0.08560384317963285,0.9239988795681927
0.11333596583484613,0.8965462875613436
0.2219167201998557,0.878848924106895
0.22073362313110517,0.8940758991369868
0.21726648387536493,0.8775212198856982
0.1944627201759492,0.8911592901172648
0.18569171786841143,0.8728288551782138
0.22364423514235052,0.8384592319554356
0.16615920959107883,0.885470322291183
0.1718619166943393,0.8445730295147721
0.170463864442132,0.8772994071354407
0.18526867311166212,0.8953599463921675
0.20579995017085367,0.8817426246908794
0.1970406052367894,0.9057294815316367
0.17569188679378783,0.8756017802054198
